"Plants for all sectors,United States,multiple fuel types"
"https://www.eia.gov/beta/electricity/data/browser/#/topic/1?agg=2,0,1&fuel=vtvv&sec=g&geo=g&freq=A&datecode=2006&tab=overview&start=200101&end=201710&ctype=linechart&ltype=pin&maptype=0&rse=0&pin="
"Mon Nov 25 2019 16:27:35 GMT-0800 (Pacific Standard Time)"
"Source: U.S. Energy Information Administration"
"Plant Name","Plant Code","State","Sector Name","Prime Movers","Fuel Types","Primary Technology"
"1515 S Caron Road",7770,"IL","Electric Utility","--","--","--"
"191 Peachtree Tower",54818,"GA","Commercial Non-CHP","--","--","--"
"1st Energy",8812,"VA","Electric Utility","--","--","--"
"2 AC Station",10211,"IN","Industrial CHP","--","--","--"
"3200 Wildwood Plaza",54828,"GA","Commercial Non-CHP","--","--","--"
"491 E 48th Street",7268,"MI","Electric Utility","--","--","--"
"5 in 1 Dam Hydroelectric",10171,"IA","IPP Non-CHP","--","--","--"
"500MW CC",56196,"NY","Electric Utility","--","--","--"
"59th Street",2503,"NY","Electric Utility","--","--","--"
"74th Street",2504,"NY","Electric Utility","--","--","--"
"85 A",52162,"CA","IPP Non-CHP","--","--","--"
"85 B",52163,"CA","IPP Non-CHP","--","--","--"
"99 Islands",3272,"SC","Electric Utility","--","--","--"
"A B Brown",6137,"IN","Electric Utility","--","--","--"
"A G Wishon",293,"CA","Electric Utility","--","--","--"
"ABC Coke",56076,"AL","Industrial Non-CHP","--","--","--"
"ACE Cogeneration Facility",10002,"CA","IPP CHP","--","--","--"
"AD Srvcs Glacier Ridge Landfill, LLC",55817,"WI","Commercial Non-CHP","--","--","--"
"AES Alamitos LLC",315,"CA","IPP Non-CHP","--","--","--"
"AES Beaver Valley Partners Beaver Valley",10676,"PA","IPP CHP","--","--","--"
"AES Deepwater",10670,"TX","IPP CHP","--","--","--"
"AES Hawaii",10673,"HI","IPP CHP","--","--","--"
"AES Huntington Beach LLC",335,"CA","IPP Non-CHP","--","--","--"
"AES Petersburg",994,"IN","Electric Utility","--","--","--"
"AES Redondo Beach LLC",356,"CA","IPP Non-CHP","--","--","--"
"AES Thames",10675,"CT","IPP CHP","--","--","--"
"AES Warrior Run Cogeneration Facility",10678,"MD","IPP CHP","--","--","--"
"AG Processing Inc",10223,"IA","Industrial CHP","--","--","--"
"AL Sandersville LLC",55672,"GA","IPP Non-CHP","--","--","--"
"AMEA Peaking",56018,"AL","Electric Utility","--","--","--"
"ANP Bellingham Energy Project",55211,"MA","IPP Non-CHP","--","--","--"
"ANP Blackstone Energy Project",55212,"MA","IPP Non-CHP","--","--","--"
"Abbott TP 3",3581,"TX","Electric Utility","--","--","--"
"Aberdeen CT",3338,"SD","Electric Utility","--","--","--"
"Abilene Energy Center Combustion Turbine",1251,"KS","Electric Utility","--","--","--"
"Abiquiu Dam",7789,"NM","Electric Utility","--","--","--"
"Acadia Energy Center",55173,"LA","IPP Non-CHP","--","--","--"
"Ada Cogeneration LP",10819,"MI","IPP CHP","--","--","--"
"Ada Dam",50433,"MI","IPP Non-CHP","--","--","--"
"Adams Wind Farm",56307,"MN","IPP Non-CHP","--","--","--"
"Adrian",1956,"MN","Electric Utility","--","--","--"
"Adrian Energy Associates LLC",54903,"MI","IPP Non-CHP","--","--","--"
"Aeolus Wind Facility",56225,"TX","IPP Non-CHP","--","--","--"
"Aera San Ardo Cogen Facility",55184,"CA","Industrial CHP","--","--","--"
"Aera South Belridge Cogen Facility",55185,"CA","Industrial CHP","--","--","--"
"Aeroturbine",56214,"CA","IPP Non-CHP","--","--","--"
"Afton Generating Station",55210,"NM","Electric Utility","--","--","--"
"Agassiz Beach LLC",55576,"MN","IPP Non-CHP","--","--","--"
"Agency GT",7706,"IA","Electric Utility","--","--","--"
"Agnews Power Plant",50748,"CA","IPP CHP","--","--","--"
"Agrilectric Power Partners Ltd",10593,"LA","IPP Non-CHP","--","--","--"
"Agrium Kenai Nitrogen Operations",54452,"AK","Industrial CHP","--","--","--"
"Agua Fria",141,"AZ","Electric Utility","--","--","--"
"Agua Mansa Power Plant",55951,"CA","Electric Utility","--","--","--"
"Aidlin Geothermal Power Plant",52158,"CA","IPP Non-CHP","--","--","--"
"Ainsworth Wind",56162,"NE","Electric Utility","--","--","--"
"Air Products Port Arthur",55309,"TX","IPP CHP","--","--","--"
"Airport Industrial",7995,"CO","Electric Utility","--","--","--"
"Al Turi",10549,"NY","IPP Non-CHP","--","--","--"
"Alabama Pine Pulp",54429,"AL","Industrial CHP","--","--","--"
"Alabama River Pulp",10216,"AL","Industrial CHP","--","--","--"
"Alameda",7450,"CA","Electric Utility","--","--","--"
"Alamo",905,"CA","Electric Utility","--","--","--"
"Alamosa",464,"CO","Electric Utility","--","--","--"
"Albany",2113,"MO","Electric Utility","--","--","--"
"Albany Paper Mill",54944,"OR","Industrial CHP","--","--","--"
"Albemarle Hospital Unit",56339,"NC","Electric Utility","--","--","--"
"Albemarle Prime Power Park",56263,"NC","Electric Utility","--","--","--"
"Albeni Falls",851,"ID","Electric Utility","--","--","--"
"Albertville",7924,"AL","Electric Utility","--","--","--"
"Alcona",1693,"MI","Electric Utility","--","--","--"
"Alcova",6409,"WY","Electric Utility","--","--","--"
"Alden Bailey Power Plant",56223,"OR","Electric Utility","--","--","--"
"Alder",3913,"WA","Electric Utility","--","--","--"
"Alexander",4060,"WI","Electric Utility","--","--","--"
"Alexandria",1958,"MN","Electric Utility","--","--","--"
"Algona",1120,"IA","Electric Utility","--","--","--"
"Algonquin Windsor Locks",10567,"CT","IPP CHP","--","--","--"
"Alice Falls Hydro Project",54391,"NY","IPP Non-CHP","--","--","--"
"Aliso Water Management Agency",10820,"CA","Commercial CHP","--","--","--"
"Allatoona",760,"GA","Electric Utility","--","--","--"
"Allegan Dam",1694,"MI","Electric Utility","--","--","--"
"Allegany Cogen",7784,"NY","Electric Utility","--","--","--"
"Allegheny Energy Units 3 4 & 5",55710,"PA","IPP Non-CHP","--","--","--"
"Allegheny Hydro No 8",50897,"PA","IPP Non-CHP","--","--","--"
"Allegheny Hydro No 9",50898,"PA","IPP Non-CHP","--","--","--"
"Allegheny No 6 Hydro Station",50894,"PA","IPP Non-CHP","--","--","--"
"Allegheny No. 5 Hydro Station",50893,"PA","IPP Non-CHP","--","--","--"
"Allen",3393,"TN","Electric Utility","--","--","--"
"Allen S King",1915,"MN","Electric Utility","--","--","--"
"Allendorf",56215,"MN","IPP Non-CHP","--","--","--"
"Allens Falls",2540,"NY","IPP Non-CHP","--","--","--"
"Alliance Refinery",52031,"LA","Industrial CHP","--","--","--"
"Alliant Energy Neenah",55135,"WI","IPP Non-CHP","--","--","--"
"Alliant SBD 8501 Aegon LI",54714,"IA","IPP Non-CHP","--","--","--"
"Alliant SBD 8601 Quad Graphics",54720,"IA","IPP Non-CHP","--","--","--"
"Alliant SBD 8602 Marion Sub",54716,"IA","IPP Non-CHP","--","--","--"
"Alliant SBD 9106 Rockwell CR",54717,"IA","IPP Non-CHP","--","--","--"
"Alliant SBD 9107 JBS USA",54715,"IA","IPP Non-CHP","--","--","--"
"Alliant SBD 9201 Norplex",54712,"IA","IPP Non-CHP","--","--","--"
"Alliant SBD 9203 Profol",54719,"IA","IPP Non-CHP","--","--","--"
"Alliant SBD 9205 A Y McDonald",54710,"IA","IPP Non-CHP","--","--","--"
"Alliant SBD 9206 Donaldson",54718,"IA","IPP Non-CHP","--","--","--"
"Alliant SBD 9301 Prairie Farms",54735,"IA","IPP Non-CHP","--","--","--"
"Alliant SBD 9302 Aegon NP",54967,"IA","IPP Non-CHP","--","--","--"
"Alliant SBD 9402 Climax",54930,"IA","IPP Non-CHP","--","--","--"
"Alliant SBD 9403 Aegon DC",54929,"IA","IPP Non-CHP","--","--","--"
"Alliant SBD 9502 Eaton",54968,"IA","IPP Non-CHP","--","--","--"
"Alliant SBD 9702 Cedar Graphics",55315,"IA","IPP Non-CHP","--","--","--"
"Alliant SBD 9801 Aegon Martha's Way",56072,"IA","IPP Non-CHP","--","--","--"
"Alliant SBD 9901 Wells Fargo",56074,"IA","IPP Non-CHP","--","--","--"
"Alliant SBD0201 Ingredion",55996,"IA","IPP Non-CHP","--","--","--"
"Alliant Techsystems",7376,"MN","Electric Utility","--","--","--"
"Alloy Steam Station",50012,"WV","Industrial Non-CHP","--","--","--"
"Alma",4140,"WI","Electric Utility","--","--","--"
"Almond Power Plant",7315,"CA","Electric Utility","--","--","--"
"Alpena Cement Plant",50305,"MI","Industrial CHP","--","--","--"
"Alsey",7818,"IL","Electric Utility","--","--","--"
"Alta Municipal Utilities",1121,"IA","Electric Utility","--","--","--"
"Alta Powerhouse",214,"CA","Electric Utility","--","--","--"
"AltaGas Pomona Energy Inc.",50300,"CA","IPP CHP","--","--","--"
"AltaGas Ripon Energy Inc.",50299,"CA","IPP CHP","--","--","--"
"Altamont",7990,"IL","Electric Utility","--","--","--"
"Altamont Gas Recovery",50571,"CA","IPP Non-CHP","--","--","--"
"Altamont Midway Ltd",50001,"CA","IPP Non-CHP","--","--","--"
"Altamont Pass Windplant",50712,"CA","IPP Non-CHP","--","--","--"
"Altavista Power Station",10773,"VA","Electric Utility","--","--","--"
"Altech III",50485,"CA","IPP Non-CHP","--","--","--"
"Alvarado Hydro Facility",54242,"CA","IPP Non-CHP","--","--","--"
"Alyeska Seafoods",54222,"AK","Industrial Non-CHP","--","--","--"
"Amalgamated Sugar LLC Nampa",54690,"ID","Industrial CHP","--","--","--"
"Amalgamated Sugar Twin Falls",10504,"ID","Industrial CHP","--","--","--"
"Amedee Geothermal Venture I",50964,"CA","IPP Non-CHP","--","--","--"
"Ameresco Chicopee Energy",56426,"MA","IPP Non-CHP","--","--","--"
"Ameresco Delaware Central",56430,"DE","IPP Non-CHP","--","--","--"
"Ameresco Delaware South",56429,"DE","IPP Non-CHP","--","--","--"
"Ameresco Janesville",56427,"WI","IPP Non-CHP","--","--","--"
"Ameresco Santa Cruz Energy",56428,"CA","IPP Non-CHP","--","--","--"
"American Crystal Sugar Crookston",54212,"MN","Industrial CHP","--","--","--"
"American Crystal Sugar Drayton",54213,"ND","Industrial CHP","--","--","--"
"American Crystal Sugar East Grand Forks",54214,"MN","Industrial CHP","--","--","--"
"American Crystal Sugar Hillsboro",54210,"ND","Industrial CHP","--","--","--"
"American Crystal Sugar Moorhead",54211,"MN","Industrial CHP","--","--","--"
"American Eagle Paper Mills",50284,"PA","Industrial CHP","--","--","--"
"American Falls",809,"ID","Electric Utility","--","--","--"
"American Gypsum Cogeneration",54630,"CO","Industrial CHP","--","--","--"
"Ames Electric Services Power Plant",1122,"IA","Electric Utility","--","--","--"
"Ames GT",6463,"IA","Electric Utility","--","--","--"
"Ames Hydro",6207,"CO","Electric Utility","--","--","--"
"Amistad Dam & Power",6128,"TX","Electric Utility","--","--","--"
"Amoskeag",2354,"NH","Electric Utility","--","--","--"
"Anadarko",2945,"OH","Electric Utility","--","--","--"
"Anadarko Plant",3006,"OK","Electric Utility","--","--","--"
"Anaheim GT",7693,"CA","Electric Utility","--","--","--"
"Anchorage 1",75,"AK","Electric Utility","--","--","--"
"Anclote",8048,"FL","Electric Utility","--","--","--"
"Anderson",7336,"IN","Electric Utility","--","--","--"
"Anderson Erickson",56138,"IA","Electric Utility","--","--","--"
"Anderson Power Products Division",10553,"MA","Industrial Non-CHP","--","--","--"
"Anderson Ranch",6395,"ID","Electric Utility","--","--","--"
"Anderson Regional Landfill",56121,"SC","Electric Utility","--","--","--"
"Androscoggin 3",1480,"ME","IPP Non-CHP","--","--","--"
"Androscoggin Energy Center",55031,"ME","Industrial CHP","--","--","--"
"Androscoggin Mill",54085,"ME","Industrial CHP","--","--","--"
"Angels",215,"CA","Electric Utility","--","--","--"
"Angoon",7462,"AK","Electric Utility","--","--","--"
"Angus Anson",7237,"SD","Electric Utility","--","--","--"
"Anheuser-Busch Jacksonville",10431,"FL","Industrial CHP","--","--","--"
"Anheuser-Busch Newark Brewery",54913,"NJ","Industrial CHP","--","--","--"
"Anheuser-Busch St Louis",10430,"MO","Industrial CHP","--","--","--"
"Aniak",7182,"AK","Electric Utility","--","--","--"
"Animas",2465,"NM","Electric Utility","--","--","--"
"Anita",1123,"IA","Electric Utility","--","--","--"
"Annex Creek",62,"AK","Electric Utility","--","--","--"
"Ansley",2214,"NE","Electric Utility","--","--","--"
"Anson Abenaki Hydros",10186,"ME","Industrial CHP","--","--","--"
"Antelope Valley",6469,"ND","Electric Utility","--","--","--"
"Anthony",1258,"KS","Electric Utility","--","--","--"
"Apache Station",160,"AZ","Electric Utility","--","--","--"
"Apalachia",3394,"TN","Electric Utility","--","--","--"
"Apex Generating Station",55514,"NV","IPP Non-CHP","--","--","--"
"Apogee Technology Inc",10159,"MI","Industrial Non-CHP","--","--","--"
"Apple River",6231,"WI","Electric Utility","--","--","--"
"Appleton",4043,"WI","Electric Utility","--","--","--"
"Aragonne Wind LLC",56336,"NM","IPP Non-CHP","--","--","--"
"Arapahoe",465,"CO","Electric Utility","--","--","--"
"Arapahoe Combustion Turbine Project",55200,"CO","IPP Non-CHP","--","--","--"
"Arcadia Electric",4100,"WI","Electric Utility","--","--","--"
"Arcanum",2902,"OH","Electric Utility","--","--","--"
"Arcanum Peaking",7781,"OH","Electric Utility","--","--","--"
"ArcelorMittal Burns Harbor",10245,"IN","Industrial CHP","--","--","--"
"ArcelorMittal Indiana Harbor West",10397,"IN","Industrial CHP","--","--","--"
"ArcelorMittal Warren",54207,"OH","Industrial CHP","--","--","--"
"Arcelormittal Cleveland Inc",10398,"OH","Industrial CHP","--","--","--"
"Archbald Power Station",50279,"PA","IPP CHP","--","--","--"
"Archer Daniels Midland Cedar Rapids",10864,"IA","Industrial CHP","--","--","--"
"Archer Daniels Midland Clinton",10860,"IA","Industrial CHP","--","--","--"
"Archer Daniels Midland Decatur",10865,"IL","Industrial CHP","--","--","--"
"Archer Daniels Midland Des Moines",10861,"IA","Industrial CHP","--","--","--"
"Archer Daniels Midland Lincoln",10862,"NE","Industrial CHP","--","--","--"
"Archer Daniels Midland Little Rock",54311,"AR","Industrial CHP","--","--","--"
"Archer Daniels Midland Mankato",10863,"MN","Industrial CHP","--","--","--"
"Archer Daniels Midland Peoria",10866,"IL","Industrial CHP","--","--","--"
"Archer Daniels Midland Southport",54316,"NC","Industrial CHP","--","--","--"
"Argus Cogen Plant",10684,"CA","Industrial CHP","--","--","--"
"Argyle",7810,"WI","Electric Utility","--","--","--"
"Arkansas Nuclear One",8055,"AR","Electric Utility","--","--","--"
"Arlington Valley Energy Facility",55282,"AZ","IPP CHP","--","--","--"
"Armstrong",55347,"PA","IPP Non-CHP","--","--","--"
"Arnold",2216,"NE","Electric Utility","--","--","--"
"Arpin Dam",3995,"WI","IPP Non-CHP","--","--","--"
"Arsenal Hill",1416,"LA","Electric Utility","--","--","--"
"Arthur Kill Generating Station",2490,"NY","IPP Non-CHP","--","--","--"
"Arthur Von Rosenberg",7512,"TX","Electric Utility","--","--","--"
"Arvada",8028,"WY","Electric Utility","--","--","--"
"Arvah B Hopkins",688,"FL","Electric Utility","--","--","--"
"Asbury",2076,"MO","Electric Utility","--","--","--"
"Asbury Park Press",10157,"NJ","Industrial CHP","--","--","--"
"Ascend Performance Materials Texas Inc.",10418,"TX","Industrial CHP","--","--","--"
"Ascutney",3708,"VT","Electric Utility","--","--","--"
"Ashdown",54104,"AR","Industrial CHP","--","--","--"
"Asheville",2706,"NC","Electric Utility","--","--","--"
"Ashland",1259,"KS","Electric Utility","--","--","--"
"Ashland Inc",10207,"MO","Industrial CHP","--","--","--"
"Ashokan",88,"NY","Electric Utility","--","--","--"
"Ashtabula",55990,"OH","IPP CHP","--","--","--"
"Ashton",825,"ID","Electric Utility","--","--","--"
"Astoria Energy",55375,"NY","IPP Non-CHP","--","--","--"
"Astoria Gas Turbines",55243,"NY","IPP Non-CHP","--","--","--"
"Astoria Generating Station",8906,"NY","IPP Non-CHP","--","--","--"
"Atascosita",55526,"TX","IPP Non-CHP","--","--","--"
"Athens Generating Plant",55405,"NY","IPP Non-CHP","--","--","--"
"Athens Regional Medical Center",55319,"GA","Commercial Non-CHP","--","--","--"
"Atlanta Gift Mart LP",54877,"GA","Commercial Non-CHP","--","--","--"
"Atlantic",1124,"IA","Electric Utility","--","--","--"
"Attala",55220,"MS","Electric Utility","--","--","--"
"Attica",1260,"KS","Electric Utility","--","--","--"
"Auburn",2215,"NE","Electric Utility","--","--","--"
"Auburn State Street",8009,"NY","Electric Utility","--","--","--"
"Auburndale Peaker Energy Center",55833,"FL","IPP Non-CHP","--","--","--"
"Audrain Generating Station",55234,"MO","Electric Utility","--","--","--"
"Auglaize Hydro",7657,"OH","Electric Utility","--","--","--"
"Augusta Electric Plant No 1",1261,"KS","Electric Utility","--","--","--"
"Augusta Electric Plant No 2",6791,"KS","Electric Utility","--","--","--"
"Aurora",55279,"IL","IPP Non-CHP","--","--","--"
"Aurora Energy LLC Chena",79,"AK","IPP CHP","--","--","--"
"Austin",3594,"TX","Electric Utility","--","--","--"
"Austin Downtown",1960,"MN","Electric Utility","--","--","--"
"Austin Northeast",1961,"MN","Electric Utility","--","--","--"
"Autumn Hills LLC",55566,"MN","IPP Non-CHP","--","--","--"
"Avalon Hydropower",54801,"NC","Commercial Non-CHP","--","--","--"
"Avenue A Generator Sets",7854,"IL","Electric Utility","--","--","--"
"Avon Energy Partners LLC",55768,"IL","IPP Non-CHP","--","--","--"
"Avon Lake",2836,"OH","IPP Non-CHP","--","--","--"
"Avon Park",624,"FL","Electric Utility","--","--","--"
"Axiall Natrium Plant",50491,"WV","Industrial CHP","--","--","--"
"Axiall Plaquemine",55051,"LA","Industrial CHP","--","--","--"
"Ayers Island",2355,"NH","Electric Utility","--","--","--"
"Aziscohos Hydroelectric Project",50999,"ME","IPP Non-CHP","--","--","--"
"Azusa",6449,"CA","Electric Utility","--","--","--"
"B Braun Medical",50200,"CA","Industrial CHP","--","--","--"
"B C Cobb",1695,"MI","Electric Utility","--","--","--"
"B E Morrow",1696,"MI","Electric Utility","--","--","--"
"B L England",2378,"NJ","Electric Utility","--","--","--"
"B&K Energy Systems LLC",56210,"MN","IPP Non-CHP","--","--","--"
"BASF Freeport Works",55311,"TX","Industrial CHP","--","--","--"
"BCP",10683,"CO","IPP CHP","--","--","--"
"BJ Gas Recovery",54392,"GA","IPP Non-CHP","--","--","--"
"BP Carson Refinery",50540,"CA","Industrial CHP","--","--","--"
"BP Chemicals Green Lake Plant",50404,"TX","Industrial CHP","--","--","--"
"BP Naperville Cogeneration Facility",50722,"IL","Industrial CHP","--","--","--"
"Baconton Power Plant",55304,"GA","IPP Non-CHP","--","--","--"
"Bad Creek",7125,"SC","Electric Utility","--","--","--"
"Badger Creek Limited",10650,"CA","IPP CHP","--","--","--"
"Bailly",995,"IN","Electric Utility","--","--","--"
"Balch 1",217,"CA","Electric Utility","--","--","--"
"Balch 2",218,"CA","Electric Utility","--","--","--"
"Baldwin City Plant No 1",1262,"KS","Electric Utility","--","--","--"
"Baldwin City Plant No 2",8020,"KS","Electric Utility","--","--","--"
"Baldwin Energy Complex",889,"IL","IPP Non-CHP","--","--","--"
"Balefill LFG Project",55159,"NJ","IPP Non-CHP","--","--","--"
"Bancroft",1125,"IA","Electric Utility","--","--","--"
"Bank of America Plaza",55152,"GA","Commercial CHP","--","--","--"
"Bankhead Dam",2,"AL","Electric Utility","--","--","--"
"Baptist Medical Center",10008,"FL","Commercial CHP","--","--","--"
"Bar Harbor",1466,"ME","Electric Utility","--","--","--"
"Bar Mills",1481,"ME","IPP Non-CHP","--","--","--"
"Barber Creek",8030,"WY","Electric Utility","--","--","--"
"Barber Dam",10735,"ID","IPP Non-CHP","--","--","--"
"Barber's Point Tank Farm",8823,"HI","Electric Utility","--","--","--"
"Barker Lower",10728,"ME","IPP Non-CHP","--","--","--"
"Barkley",1371,"KY","Electric Utility","--","--","--"
"Barnett Shoals",701,"GA","Electric Utility","--","--","--"
"Barney M Davis",4939,"TX","IPP Non-CHP","--","--","--"
"Barre",55776,"MA","IPP Non-CHP","--","--","--"
"Barron",4102,"WI","Electric Utility","--","--","--"
"Barrow",7173,"AK","Electric Utility","--","--","--"
"Barry",3,"AL","Electric Utility","--","--","--"
"Bartholomew",3688,"UT","Electric Utility","--","--","--"
"Bartletts Ferry",702,"AL","Electric Utility","--","--","--"
"Bartow Nth",8815,"FL","Electric Utility","--","--","--"
"Bartow Sth",8813,"FL","Electric Utility","--","--","--"
"Basalt",7458,"CO","Electric Utility","--","--","--"
"Basin Creek Plant",55866,"MT","IPP Non-CHP","--","--","--"
"Bassett Medical Center",54863,"NY","Commercial Non-CHP","--","--","--"
"Bassett Table",50911,"VA","Industrial Non-CHP","--","--","--"
"Bastrop Energy Center",55168,"TX","IPP Non-CHP","--","--","--"
"Batavia Power Plant",54593,"NY","IPP CHP","--","--","--"
"Bates Mill Upper",7044,"ME","IPP Non-CHP","--","--","--"
"Batesville Generation Facility",55063,"MS","IPP Non-CHP","--","--","--"
"Bath County",6167,"VA","Electric Utility","--","--","--"
"Battle Mountain",6509,"NV","Electric Utility","--","--","--"
"Bavarian LFGTE",56277,"KY","Electric Utility","--","--","--"
"Baxter Wilson",2050,"MS","Electric Utility","--","--","--"
"Bay County Waste to Energy",10250,"FL","IPP Non-CHP","--","--","--"
"Bay Front",3982,"WI","Electric Utility","--","--","--"
"Bay Windpower I",55944,"MI","IPP Non-CHP","--","--","--"
"Bayboro",627,"FL","Electric Utility","--","--","--"
"Baylor University Cogen",10317,"TX","Commercial CHP","--","--","--"
"Bayonne Plant Holding LLC",50497,"NJ","IPP CHP","--","--","--"
"Bayou Cogen Plant",10298,"TX","Industrial CHP","--","--","--"
"Bayou Cove Peaking Power",55433,"LA","IPP Non-CHP","--","--","--"
"Bayswater Peaking Facility LLC",55699,"NY","IPP Non-CHP","--","--","--"
"Baytown",55551,"TX","IPP Non-CHP","--","--","--"
"Baytown Energy Center",55327,"TX","IPP CHP","--","--","--"
"Bayview",3782,"VA","IPP Non-CHP","--","--","--"
"Bayville Central Facility",54569,"NJ","Commercial CHP","--","--","--"
"Bayway Refinery",56294,"NJ","Industrial Non-CHP","--","--","--"
"Bear Canyon Power Plant",10469,"CA","IPP Non-CHP","--","--","--"
"Bear Creek",50156,"CA","IPP Non-CHP","--","--","--"
"Bear Creek Dam",2741,"NC","Electric Utility","--","--","--"
"Bear Mountain Limited",10649,"CA","IPP CHP","--","--","--"
"Bear Swamp",8005,"MA","IPP Non-CHP","--","--","--"
"Bear Valley",457,"CA","Electric Utility","--","--","--"
"Bear Valley Power Plant",56346,"CA","Electric Utility","--","--","--"
"Beardslee",2543,"NY","IPP Non-CHP","--","--","--"
"Beardsley",414,"CA","Electric Utility","--","--","--"
"Beatrice",8000,"NE","Electric Utility","--","--","--"
"Beaver",8073,"OR","Electric Utility","--","--","--"
"Beaver City",2217,"NE","Electric Utility","--","--","--"
"Beaver Creek Gas Plant",55278,"WY","Industrial CHP","--","--","--"
"Beaver Dam",182,"AR","Electric Utility","--","--","--"
"Beaver Falls",6580,"AK","Electric Utility","--","--","--"
"Beaver Island",7831,"MI","Electric Utility","--","--","--"
"Beaver Valley",6040,"PA","IPP Non-CHP","--","--","--"
"Beaver Valley Patterson Dam",10546,"PA","IPP Non-CHP","--","--","--"
"Beebee Island Hydro Plant",10531,"NY","IPP Non-CHP","--","--","--"
"Belden",219,"CA","Electric Utility","--","--","--"
"Beldens",6451,"VT","Electric Utility","--","--","--"
"Belews Creek",8042,"NC","Electric Utility","--","--","--"
"Belfort",2544,"NY","IPP Non-CHP","--","--","--"
"Belle River",6034,"MI","Electric Utility","--","--","--"
"Belle West Virginia Plant",10788,"WV","Industrial CHP","--","--","--"
"Bellefonte",6150,"AL","Electric Utility","--","--","--"
"Belleville",1263,"KS","Electric Utility","--","--","--"
"Belleville Dam",7594,"WV","Electric Utility","--","--","--"
"Bellevue",1126,"IA","Electric Utility","--","--","--"
"Bellingham Cogeneration Facility",10307,"MA","IPP CHP","--","--","--"
"Bellmeade Power Station",50966,"VA","Electric Utility","--","--","--"
"Bellows Falls",3745,"VT","IPP Non-CHP","--","--","--"
"Beloit",1264,"KS","Electric Utility","--","--","--"
"Beluga",96,"AK","Electric Utility","--","--","--"
"Ben French",3325,"SD","Electric Utility","--","--","--"
"Bend",6484,"OR","Electric Utility","--","--","--"
"Benedum Plant",54458,"TX","Industrial Non-CHP","--","--","--"
"Benkelman",2218,"NE","Electric Utility","--","--","--"
"Benndale",2068,"MS","Electric Utility","--","--","--"
"Bennett Mountain",56136,"ID","Electric Utility","--","--","--"
"Bennetts Bridge",2545,"NY","IPP Non-CHP","--","--","--"
"Benning",603,"DC","IPP Non-CHP","--","--","--"
"Benson City of",1964,"MN","Electric Utility","--","--","--"
"Benton Falls Associates",10523,"ME","IPP Non-CHP","--","--","--"
"Beowawe Power",10287,"NV","IPP Non-CHP","--","--","--"
"Bergen Generating Station",2398,"NJ","IPP Non-CHP","--","--","--"
"Berkshire Power",55041,"MA","IPP Non-CHP","--","--","--"
"Berlin",6565,"MD","Electric Utility","--","--","--"
"Berlin 5",3734,"VT","Electric Utility","--","--","--"
"Berlin Gorham",54639,"NH","IPP Non-CHP","--","--","--"
"Berlin Gorham",56024,"NH","Industrial Non-CHP","--","--","--"
"Berlin Landfill Gas",56069,"WI","Electric Utility","--","--","--"
"Bernice Lake",6292,"AK","Electric Utility","--","--","--"
"Berrien Springs",1753,"MI","Electric Utility","--","--","--"
"Berry Cogen",50170,"CA","Industrial CHP","--","--","--"
"Berry Cogen Tanne Hills 18",50622,"CA","IPP CHP","--","--","--"
"Berry Placerita Cogen",52096,"CA","Industrial CHP","--","--","--"
"Bethany",2114,"MO","Electric Utility","--","--","--"
"Bethany II",7944,"MO","Electric Utility","--","--","--"
"Bethel",6566,"AK","Electric Utility","--","--","--"
"Bethlehem Energy Center",2539,"NY","IPP Non-CHP","--","--","--"
"Bethlehem Energy Center",56042,"NY","--","--","--","--"
"Bethlehem Power Plant",55690,"PA","IPP Non-CHP","--","--","--"
"Bethpage Power Plant",50292,"NY","IPP Non-CHP","--","--","--"
"Bidwell Ditch Project",10880,"CA","IPP Non-CHP","--","--","--"
"Big Bend",645,"FL","Electric Utility","--","--","--"
"Big Bend Dam",3375,"SD","Electric Utility","--","--","--"
"Big Brown",3497,"TX","IPP Non-CHP","--","--","--"
"Big Cajun 1",1464,"LA","IPP Non-CHP","--","--","--"
"Big Cajun 2",6055,"LA","IPP Non-CHP","--","--","--"
"Big Cliff",3074,"OR","Electric Utility","--","--","--"
"Big Creek 1",317,"CA","Electric Utility","--","--","--"
"Big Creek 2",318,"CA","Electric Utility","--","--","--"
"Big Creek 2A",322,"CA","Electric Utility","--","--","--"
"Big Creek 3",319,"CA","Electric Utility","--","--","--"
"Big Creek 4",320,"CA","Electric Utility","--","--","--"
"Big Creek 8",321,"CA","Electric Utility","--","--","--"
"Big Creek Water Works",10282,"CA","Commercial Non-CHP","--","--","--"
"Big Escambia Creek",50724,"AL","Industrial Non-CHP","--","--","--"
"Big Falls",3983,"WI","Electric Utility","--","--","--"
"Big Fork",6459,"MT","Electric Utility","--","--","--"
"Big Horn Wind Project",56361,"WA","IPP Non-CHP","--","--","--"
"Big Pine",164,"FL","Electric Utility","--","--","--"
"Big Pine Creek",391,"CA","Electric Utility","--","--","--"
"Big Quinnesec 61",7821,"MI","Electric Utility","--","--","--"
"Big Quinnesec 92",7820,"MI","Electric Utility","--","--","--"
"Big Sandy",1353,"KY","Electric Utility","--","--","--"
"Big Sandy Peaker Plant",55284,"WV","IPP Non-CHP","--","--","--"
"Big Spring Texas Refinery",10569,"TX","Industrial Non-CHP","--","--","--"
